id,email,prefix,first_name,last_name,specialization,description,profile_picture,documents,status,license_number,phone,reviewed_by,review_notes,approved_provider_id,created_at,updated_at
f1d47c08-1237-4091-9b8f-80e474073b63,taylor.moore@newprovider.com,NP,Taylor,Moore,Urology,Seeking to join as a Pulmonology specialist,https://example.com/applications/6bba7cc4-bd46-4cde-9b15-f5c6fbf107f0.jpg,"[""license_4596.pdf"", ""cv_5129.pdf""]",suspended,LIC740521,(652) 425-7390,admin_002,Needs additional documentation,,2025-04-03T09:10:37.231507,2025-08-17T09:05:37.231512
c7fb741d-fcfc-4661-a824-ad2497992f83,quinn.moore@newprovider.com,NP,Quinn,Moore,Neurology,Seeking to join as a Rheumatology specialist,https://example.com/applications/f95a6894-90a6-4a34-8e5b-ea9a037069c0.jpg,"[""license_7903.pdf"", ""cv_2456.pdf""]",active,LIC802927,(158) 589-1374,admin_001,Needs additional documentation,bfcf212c-16f3-40a3-bace-048a7c288c96,2025-03-20T14:43:37.231539,2025-07-25T15:17:37.231544
aff5ef85-599a-4180-957c-07407c4ccdf6,avery.clark@newprovider.com,Dr.,Avery,Clark,Oncology,Seeking to join as a Orthopedics specialist,https://example.com/applications/bc32ef96-2f97-449c-a246-1d17dddd2cb6.jpg,"[""license_4711.pdf"", ""cv_9878.pdf""]",pending_approval,LIC403667,(493) 196-7522,admin_001,,4060f32d-1eef-48f6-b3ef-08906541ee75,2025-07-05T04:54:37.231571,2025-08-15T21:13:37.231576
232ee1f7-bfd3-4b7a-8966-db915242ebf4,casey.anderson@newprovider.com,PA,Casey,Anderson,Hematology,Seeking to join as a Dermatology specialist,https://example.com/applications/985fdd18-310e-48b4-81ed-c15a32684201.jpg,"[""license_5151.pdf"", ""cv_4900.pdf""]",pending_approval,LIC259926,(682) 701-8778,,Under review,,2025-06-26T18:46:37.231600,2025-08-12T18:27:37.231604
66cf035e-b150-4e3b-8322-308984ad8e7a,casey.wilson@newprovider.com,NP,Casey,Wilson,Urology,Seeking to join as a Oncology specialist,https://example.com/applications/25efda73-6352-4075-8586-a5b8413a16a2.jpg,"[""license_5486.pdf"", ""cv_6387.pdf""]",inactive,LIC852545,(646) 591-1905,admin_002,,,2025-06-07T02:57:37.231630,2025-08-04T11:59:37.231635
7d5a6268-3fec-4ab9-9147-a8e76e780da9,riley.harris@newprovider.com,DO,Riley,Harris,Urology,Seeking to join as a Dermatology specialist,https://example.com/applications/1dee8d85-940c-4637-9b7e-3f41d37ef623.jpg,"[""license_7767.pdf"", ""cv_7273.pdf""]",active,LIC953647,(271) 779-6971,,Under review,58fb6531-2d1a-4c8e-8a90-d29984830c29,2025-04-20T21:39:37.231659,2025-07-30T23:54:37.231664
948f187b-060c-40e9-88ec-877c1b7ab88d,alex.wilson@newprovider.com,NP,Alex,Wilson,Pulmonology,Seeking to join as a Psychiatry specialist,https://example.com/applications/68d0374f-a122-49df-ae62-2554635d5baf.jpg,"[""license_3355.pdf"", ""cv_4113.pdf""]",suspended,LIC995975,(835) 660-6804,,Approved,,2025-04-22T08:54:37.231688,2025-08-13T16:55:37.231693
b7b74d48-8d30-400f-87f1-dacaa9310cc7,taylor.wilson@newprovider.com,Dr.,Taylor,Wilson,Radiology,Seeking to join as a Oncology specialist,https://example.com/applications/46ad6b8b-9970-40ab-bcdf-0ec850df8212.jpg,"[""license_1341.pdf"", ""cv_5622.pdf""]",suspended,LIC263052,(662) 467-2231,,,,2025-05-23T15:53:37.231728,2025-08-12T19:50:37.231733
8a8e18e8-576c-4750-88ad-aaa9aa41e0f2,morgan.anderson@newprovider.com,PA,Morgan,Anderson,Gastroenterology,Seeking to join as a Hematology specialist,https://example.com/applications/ba7c8301-52ce-449d-ba6c-2cf8ba56dda7.jpg,"[""license_6894.pdf"", ""cv_9827.pdf""]",active,LIC440688,(559) 210-4025,admin_002,Under review,,2025-06-03T18:42:37.231760,2025-08-14T21:24:37.231764
39f045fa-ff0b-4200-863c-00afbd45d8f9,morgan.clark@newprovider.com,NP,Morgan,Clark,Rheumatology,Seeking to join as a Pulmonology specialist,https://example.com/applications/c0606f64-b3c3-4d3d-b55b-1aade6b2eb90.jpg,"[""license_5319.pdf"", ""cv_3704.pdf""]",inactive,LIC706803,(442) 961-1615,admin_002,Under review,,2025-06-20T13:50:37.231788,2025-08-03T01:10:37.231793
a6388ff7-56b8-47e7-acbd-a2ae98f17cfd,alex.white@newprovider.com,PA,Alex,White,Rheumatology,Seeking to join as a Orthopedics specialist,https://example.com/applications/eda78064-98ca-4dd5-89f9-88866eb9ce0e.jpg,"[""license_4148.pdf"", ""cv_8833.pdf""]",active,LIC104330,(978) 705-3125,admin_001,,2f4aff3e-a650-4979-8769-849020d66060,2025-06-16T21:22:37.231821,2025-08-06T02:52:37.231826
4d4ab994-287f-4717-8b47-cfa7835f7d4c,alex.jackson@newprovider.com,NP,Alex,Jackson,Pediatrics,Seeking to join as a Dermatology specialist,https://example.com/applications/f6858245-4463-49b6-b191-57f29f2019f9.jpg,"[""license_2709.pdf"", ""cv_8434.pdf""]",inactive,LIC573032,(124) 825-7089,,,eb195312-3cd0-40d1-b688-9c16276b2c8d,2025-06-29T06:18:37.231851,2025-08-13T17:07:37.231855
ba88dbe4-942f-4ef9-8522-7976100c1019,jordan.anderson@newprovider.com,MD,Jordan,Anderson,Hematology,Seeking to join as a Urology specialist,https://example.com/applications/9d94ab32-8241-4c09-abfe-0c46e40abf2a.jpg,"[""license_5904.pdf"", ""cv_8681.pdf""]",suspended,LIC129217,(286) 376-2493,admin_001,Under review,,2025-08-11T23:42:37.231880,2025-08-12T05:32:37.231885
7cbcee85-bcf7-48ba-94fa-bc30942033a2,taylor.anderson@newprovider.com,DO,Taylor,Anderson,Geriatrics,Seeking to join as a Cardiology specialist,https://example.com/applications/3d5378ca-f884-47ee-bbc3-1538b609d0fd.jpg,"[""license_6083.pdf"", ""cv_9205.pdf""]",inactive,LIC277024,(340) 349-9554,admin_002,Under review,627f6e83-6044-4753-8195-8c24699bee17,2025-03-19T19:37:37.231911,2025-08-05T00:54:37.231916
013a825a-51e6-4848-be36-5c00d24aee46,riley.jackson@newprovider.com,MD,Riley,Jackson,Cardiology,Seeking to join as a Pediatrics specialist,https://example.com/applications/b130832d-c5cb-4acf-8984-8c7a46583cfb.jpg,"[""license_6338.pdf"", ""cv_6950.pdf""]",active,LIC422854,(109) 964-7282,admin_001,Needs additional documentation,,2025-04-29T01:28:37.231945,2025-07-28T06:30:37.231949
886cc39e-b61b-403f-ba1f-0ffad98f6c9f,taylor.moore@newprovider.com,Dr.,Taylor,Moore,Cardiology,Seeking to join as a Endocrinology specialist,https://example.com/applications/f81c7042-0fc7-4a88-953c-cb8ccd1ed9b7.jpg,"[""license_6039.pdf"", ""cv_3999.pdf""]",pending_approval,LIC913218,(546) 197-2004,,Under review,8a34c7cd-a830-43d8-9f97-e413c5bb4478,2025-08-04T03:39:37.231977,2025-08-08T11:01:37.231981
39d3981d-f941-4e34-a3d1-a6a3bc4b3a07,jordan.clark@newprovider.com,MD,Jordan,Clark,Orthopedics,Seeking to join as a General Practice specialist,https://example.com/applications/46a81111-e2c0-45b4-8dbd-a9ae13c018be.jpg,"[""license_3646.pdf"", ""cv_7073.pdf""]",inactive,LIC406187,(228) 832-4031,admin_001,,,2025-03-28T07:47:37.232006,2025-08-10T09:11:37.232010
f674627c-0492-43fc-a2ed-795541dff043,taylor.wilson@newprovider.com,MD,Taylor,Wilson,Rheumatology,Seeking to join as a Endocrinology specialist,https://example.com/applications/d3db776b-a8ef-438d-8aa8-9e899cdea2db.jpg,"[""license_3437.pdf"", ""cv_1063.pdf""]",suspended,LIC399193,(885) 274-7067,admin_001,Needs additional documentation,,2025-05-07T12:31:37.232034,2025-07-25T23:52:37.232039
1bdc08e4-0857-4b3c-bfb2-a135d017cf4f,quinn.wilson@newprovider.com,Dr.,Quinn,Wilson,Geriatrics,Seeking to join as a Neurology specialist,https://example.com/applications/f6e818ba-caec-4430-9333-beace3c4e12a.jpg,"[""license_1725.pdf"", ""cv_4449.pdf""]",suspended,LIC407942,(963) 704-2917,admin_002,Needs additional documentation,,2025-02-22T09:02:37.232062,2025-07-22T00:48:37.232066
4774c650-121f-4a1b-9b15-5b6bf82b1247,riley.wilson@newprovider.com,Dr.,Riley,Wilson,Cardiology,Seeking to join as a Neurology specialist,https://example.com/applications/944736c3-5334-4843-9630-875b73140232.jpg,"[""license_3547.pdf"", ""cv_6037.pdf""]",inactive,LIC535218,(645) 687-1843,,Needs additional documentation,c7f0dbed-0672-4617-b887-8c384187a3f4,2025-07-24T02:12:37.232091,2025-07-28T03:44:37.232095
25f463bc-e29a-43aa-9a7b-dd62e17cf3fb,morgan.jackson@newprovider.com,Dr.,Morgan,Jackson,Cardiology,Seeking to join as a Geriatrics specialist,https://example.com/applications/443446fe-8b33-400c-b0dc-7f6bf1a11e59.jpg,"[""license_7468.pdf"", ""cv_4880.pdf""]",active,LIC891546,(923) 950-1842,admin_002,Needs additional documentation,,2025-05-07T13:40:37.232122,2025-07-27T06:55:37.232126
c27fcdb4-8b33-4789-b63e-1265468989cc,jordan.moore@newprovider.com,PA,Jordan,Moore,Oncology,Seeking to join as a Rheumatology specialist,https://example.com/applications/85153eae-99de-49fb-89f3-752b5371a85a.jpg,"[""license_1631.pdf"", ""cv_1440.pdf""]",pending_approval,LIC378046,(303) 647-7373,,Approved,,2025-02-20T07:19:37.232150,2025-07-23T08:31:37.232155
ce2b0f1f-e8e0-4d17-9c04-08cc08432b1b,jordan.clark@newprovider.com,MD,Jordan,Clark,Pediatrics,Seeking to join as a Radiology specialist,https://example.com/applications/c1d4b414-f9d1-4e50-b168-5117a4d0cc02.jpg,"[""license_1833.pdf"", ""cv_9102.pdf""]",active,LIC648907,(286) 946-3906,admin_001,,98850c49-20d3-4404-8a8c-3bee88d8a663,2025-03-11T06:38:37.232184,2025-07-29T08:53:37.232188
4ffa9635-b9d6-4d84-8e81-a1df8bc3898b,jordan.thompson@newprovider.com,Dr.,Jordan,Thompson,Oncology,Seeking to join as a Urology specialist,https://example.com/applications/ba9ca8fb-b85d-43fc-9846-1da23024028c.jpg,"[""license_3359.pdf"", ""cv_9907.pdf""]",active,LIC775783,(962) 845-8524,admin_001,Approved,,2025-04-19T01:47:37.232212,2025-08-10T23:18:37.232217
a7a77981-b7b1-417d-b630-a47b28291677,riley.white@newprovider.com,NP,Riley,White,Pulmonology,Seeking to join as a Hematology specialist,https://example.com/applications/1113ee50-00dd-4474-bb45-6a458ae0ca2b.jpg,"[""license_7089.pdf"", ""cv_7775.pdf""]",active,LIC869107,(793) 454-2073,admin_001,,f5cfa5a3-9af3-4f7e-9ac0-95c414f88998,2025-08-06T16:15:37.232244,2025-07-26T06:40:37.232249
c4dabafe-0aac-4cf7-b897-98c9ce25fa66,taylor.white@newprovider.com,NP,Taylor,White,General Practice,Seeking to join as a Orthopedics specialist,https://example.com/applications/9f4b86f4-5a88-4641-bc94-9b3df165f606.jpg,"[""license_2010.pdf"", ""cv_3009.pdf""]",inactive,LIC613901,(668) 109-6190,,Needs additional documentation,fee494b9-baa8-4d0b-a20e-26f8aa26359b,2025-04-23T11:12:37.232277,2025-07-18T01:31:37.232281
98540926-7471-4cc7-bfa2-b82cda7737fb,avery.anderson@newprovider.com,NP,Avery,Anderson,Endocrinology,Seeking to join as a Gastroenterology specialist,https://example.com/applications/35b408d0-c3d5-45f4-b32c-06e4ddd63151.jpg,"[""license_2824.pdf"", ""cv_5598.pdf""]",pending_approval,LIC475806,(723) 754-3311,admin_001,Under review,,2025-04-22T19:27:37.232305,2025-08-12T18:06:37.232309
587175b6-f6a2-443e-9c64-5d2d2e414348,jordan.clark@newprovider.com,PA,Jordan,Clark,Radiology,Seeking to join as a Neurology specialist,https://example.com/applications/6b43afb2-1a29-4dd8-adf0-8a73e05b1089.jpg,"[""license_9571.pdf"", ""cv_3864.pdf""]",active,LIC361029,(816) 459-1032,admin_001,Needs additional documentation,,2025-04-11T05:46:37.232341,2025-07-30T15:49:37.232345
a6a4c472-34d2-4ec8-becd-746049804f32,morgan.moore@newprovider.com,Dr.,Morgan,Moore,Dermatology,Seeking to join as a Radiology specialist,https://example.com/applications/f1b52df0-086b-47f2-b10e-c2eb412b8ad1.jpg,"[""license_8210.pdf"", ""cv_5242.pdf""]",suspended,LIC657059,(494) 631-1839,,Approved,dce9a8d9-dcef-4df7-92e1-a5df09a5d08b,2025-07-03T20:31:37.232370,2025-07-23T07:15:37.232374
faf932fd-ed32-4a79-a300-9e9f76ff00ce,alex.jackson@newprovider.com,MD,Alex,Jackson,Hematology,Seeking to join as a Radiology specialist,https://example.com/applications/8b3a5e84-6245-4573-8060-3d46ebfa60e9.jpg,"[""license_4009.pdf"", ""cv_6595.pdf""]",pending_approval,LIC276571,(516) 702-9159,admin_002,Approved,,2025-03-30T10:01:37.232398,2025-08-15T05:31:37.232403
0784b2da-bc8c-4f98-99d3-be19da2a29d3,jordan.thompson@newprovider.com,Dr.,Jordan,Thompson,Geriatrics,Seeking to join as a Pulmonology specialist,https://example.com/applications/a6a6cc1a-9d38-4c34-823b-cfdb5707a5c7.jpg,"[""license_8149.pdf"", ""cv_6211.pdf""]",inactive,LIC641846,(172) 343-8970,admin_001,Under review,,2025-04-02T22:53:37.232432,2025-08-08T07:00:37.232437
c158a647-79d7-471c-925a-6e19026c648d,jordan.jackson@newprovider.com,DO,Jordan,Jackson,Pulmonology,Seeking to join as a Endocrinology specialist,https://example.com/applications/bbf6861a-3d8f-47f5-b49a-025d9b8bd1cc.jpg,"[""license_2862.pdf"", ""cv_7317.pdf""]",inactive,LIC176993,(230) 694-5647,admin_002,Approved,3027546e-9d29-47d2-9b33-a7ba4a550ca9,2025-08-13T15:18:37.232462,2025-07-21T08:09:37.232466
3b788ed7-db8f-45eb-a539-6c03559006a9,morgan.white@newprovider.com,MD,Morgan,White,General Practice,Seeking to join as a Gastroenterology specialist,https://example.com/applications/38d28299-ecf0-4616-8e7a-2b3545e31b12.jpg,"[""license_2044.pdf"", ""cv_2397.pdf""]",active,LIC382862,(829) 819-6528,admin_001,Approved,,2025-03-14T05:35:37.232490,2025-07-29T01:20:37.232494
842616c1-ab9f-4990-843f-2174571e8526,jordan.thompson@newprovider.com,DO,Jordan,Thompson,Radiology,Seeking to join as a Urology specialist,https://example.com/applications/c532876a-31c1-4752-b231-e9f9b45469b5.jpg,"[""license_2978.pdf"", ""cv_3504.pdf""]",pending_approval,LIC852447,(255) 351-3203,admin_001,Under review,,2025-03-16T03:05:37.232518,2025-08-04T01:33:37.232522
33b14a42-c8b1-49a6-8f94-c21c03581b5b,alex.anderson@newprovider.com,NP,Alex,Anderson,Rheumatology,Seeking to join as a General Practice specialist,https://example.com/applications/3c722e7e-6717-496b-b03b-eb9249a6b54d.jpg,"[""license_1348.pdf"", ""cv_6051.pdf""]",suspended,LIC353144,(112) 741-7736,admin_002,Approved,,2025-04-23T13:55:37.232550,2025-08-11T10:56:37.232554
ca112d8f-8aa5-4768-9d3c-e738d421c365,jordan.moore@newprovider.com,MD,Jordan,Moore,General Practice,Seeking to join as a Hematology specialist,https://example.com/applications/ac09f69a-4da5-45ee-9d65-ac16e9b353af.jpg,"[""license_9050.pdf"", ""cv_9163.pdf""]",active,LIC237319,(716) 936-2438,admin_001,Needs additional documentation,,2025-07-30T02:33:37.232578,2025-07-20T15:44:37.232582
65a4582e-369e-4065-b647-dbc0b762ec2f,casey.moore@newprovider.com,NP,Casey,Moore,Urology,Seeking to join as a Dermatology specialist,https://example.com/applications/9b0d8aba-0048-4ebd-b11b-7019e456f7d1.jpg,"[""license_7631.pdf"", ""cv_1998.pdf""]",inactive,LIC280658,(669) 696-2735,admin_002,Under review,526c8b4e-8044-4763-bd22-2c5274c5847e,2025-08-14T19:49:37.232610,2025-08-05T17:24:37.232617
f479022b-368a-4f49-af50-4bf2e8c05ca1,jordan.moore@newprovider.com,DO,Jordan,Moore,Neurology,Seeking to join as a Dermatology specialist,https://example.com/applications/b8e0c2ba-db1a-4ef1-add6-90a39b275b66.jpg,"[""license_6454.pdf"", ""cv_8493.pdf""]",inactive,LIC914644,(921) 106-8038,admin_002,Approved,,2025-08-06T17:40:37.232656,2025-08-13T10:16:37.232664
a619e724-19f2-4b19-ace1-b7da00bd8eb6,riley.white@newprovider.com,MD,Riley,White,Neurology,Seeking to join as a Psychiatry specialist,https://example.com/applications/163dc5cb-c0ee-4f1a-b5dd-189e35734336.jpg,"[""license_3344.pdf"", ""cv_5618.pdf""]",suspended,LIC405438,(452) 790-7403,admin_001,Needs additional documentation,,2025-06-09T17:10:37.232701,2025-08-05T13:24:37.232706
7c416db0-3946-4512-b0d8-10d16be0dbf4,alex.wilson@newprovider.com,DO,Alex,Wilson,Cardiology,Seeking to join as a Cardiology specialist,https://example.com/applications/ce27cb9c-cb46-4096-ada4-08ee4cfc4339.jpg,"[""license_3519.pdf"", ""cv_5950.pdf""]",suspended,LIC230232,(418) 280-3635,,Needs additional documentation,c5b4536b-9d61-41b8-b207-101e1f07f664,2025-05-01T01:26:37.232734,2025-07-26T11:26:37.232739
1c97d55a-1562-4c92-b60f-5fa58cce6076,alex.harris@newprovider.com,NP,Alex,Harris,Cardiology,Seeking to join as a Radiology specialist,https://example.com/applications/65994ba5-9359-4f53-99fc-3ac8b8e083e5.jpg,"[""license_2705.pdf"", ""cv_3470.pdf""]",suspended,LIC340167,(995) 611-4483,admin_001,,,2025-03-14T11:43:37.232763,2025-08-11T14:17:37.232768
412f2617-146c-4a62-b3a9-fcabb94e5dea,jordan.wilson@newprovider.com,PA,Jordan,Wilson,Psychiatry,Seeking to join as a Neurology specialist,https://example.com/applications/5cfc6a07-c250-4772-8748-46f3b612ba81.jpg,"[""license_9341.pdf"", ""cv_1835.pdf""]",suspended,LIC787673,(685) 290-2929,admin_001,,,2025-05-18T07:50:37.232791,2025-07-24T10:16:37.232796
392e2888-bf4e-400f-bb08-deb710d52680,riley.white@newprovider.com,DO,Riley,White,Radiology,Seeking to join as a Pulmonology specialist,https://example.com/applications/b1ea10e3-2de5-4e3a-b538-45565ae5cf5f.jpg,"[""license_1773.pdf"", ""cv_5131.pdf""]",pending_approval,LIC696091,(382) 564-4032,admin_002,,,2025-08-11T02:20:37.232819,2025-07-18T20:34:37.232824
0466bf69-d260-4330-9fe0-18c1d7475b2c,alex.clark@newprovider.com,NP,Alex,Clark,Radiology,Seeking to join as a Pediatrics specialist,https://example.com/applications/78a19dcb-8862-4740-86dc-7130ba24110a.jpg,"[""license_3848.pdf"", ""cv_1188.pdf""]",suspended,LIC898029,(209) 567-7001,admin_001,,,2025-04-17T07:50:37.232848,2025-07-19T01:11:37.232852
daa5f034-fbd7-4c3b-b88f-3702512b30f7,avery.moore@newprovider.com,Dr.,Avery,Moore,Pulmonology,Seeking to join as a Geriatrics specialist,https://example.com/applications/559f5ddb-018e-48f1-8c30-2218f99f6039.jpg,"[""license_3943.pdf"", ""cv_5309.pdf""]",inactive,LIC725024,(528) 311-8195,admin_002,Approved,,2025-02-20T07:12:37.232880,2025-08-03T22:32:37.232885
6866ddd2-b8fc-4299-95a4-5c33a688689a,taylor.white@newprovider.com,DO,Taylor,White,Endocrinology,Seeking to join as a Geriatrics specialist,https://example.com/applications/74050e74-b631-4927-8729-fe5215bcff07.jpg,"[""license_2892.pdf"", ""cv_2374.pdf""]",active,LIC999373,(168) 161-1578,,Needs additional documentation,,2025-08-02T09:57:37.232910,2025-07-20T10:37:37.232916
c0bf3d52-7b95-4364-b950-bd13808a07c3,avery.thompson@newprovider.com,NP,Avery,Thompson,Dermatology,Seeking to join as a Orthopedics specialist,https://example.com/applications/92d123fa-df11-48fe-b985-b954ad2e9872.jpg,"[""license_6411.pdf"", ""cv_6880.pdf""]",inactive,LIC308247,(193) 580-9229,admin_002,,,2025-05-22T09:48:37.232950,2025-08-12T11:14:37.232956
c313f74b-fa50-4ba2-8ed5-5112f6cd6d4e,jordan.clark@newprovider.com,Dr.,Jordan,Clark,Orthopedics,Seeking to join as a Rheumatology specialist,https://example.com/applications/e85131a8-4009-415f-905a-3a6d3f7b65a4.jpg,"[""license_6235.pdf"", ""cv_1721.pdf""]",inactive,LIC508781,(324) 193-4864,,Needs additional documentation,,2025-03-23T12:08:37.232991,2025-08-09T09:03:37.232996
97ef47e5-cd71-4dad-992a-bff333aac3de,avery.white@newprovider.com,Dr.,Avery,White,General Practice,Seeking to join as a Oncology specialist,https://example.com/applications/5d0227b9-f1bf-4c9f-a6d1-ad9a7d22576d.jpg,"[""license_9637.pdf"", ""cv_3414.pdf""]",inactive,LIC330140,(625) 493-7858,admin_001,,,2025-03-30T07:45:37.233022,2025-08-07T05:02:37.233027
7cdf025f-aaa0-4401-8613-35869c90585b,casey.harris@newprovider.com,PA,Casey,Harris,Pediatrics,Seeking to join as a Hematology specialist,https://example.com/applications/616ae486-41a6-451c-84ac-1b4cd5337414.jpg,"[""license_2921.pdf"", ""cv_8541.pdf""]",pending_approval,LIC792906,(883) 550-4878,,Under review,69ad97c0-7e0a-4b02-a720-7690184d9fd2,2025-03-22T12:41:37.233056,2025-08-17T09:08:37.233060
24ade431-cd46-4246-a714-18d14e8f5f10,quinn.anderson@newprovider.com,Dr.,Quinn,Anderson,Pulmonology,Seeking to join as a Hematology specialist,https://example.com/applications/95fa1612-93b7-4bb2-835c-fd1aa7495195.jpg,"[""license_6361.pdf"", ""cv_4154.pdf""]",active,LIC946197,(285) 157-4331,admin_002,Approved,05af8299-4bb9-4bf2-bbfd-ba67a47f4ce3,2025-08-07T06:17:37.233089,2025-08-17T02:54:37.233094
69e87ddd-902e-4ece-8e0e-7926ac46a516,taylor.white@newprovider.com,Dr.,Taylor,White,Geriatrics,Seeking to join as a Psychiatry specialist,https://example.com/applications/90259d16-03e2-4497-877e-0747ee545015.jpg,"[""license_1009.pdf"", ""cv_7759.pdf""]",inactive,LIC818039,(653) 487-8531,admin_001,Approved,b9a07f95-2457-4d73-989f-bcfb2a81b812,2025-03-17T03:40:37.233125,2025-08-16T03:47:37.233130
da4e8227-3d27-4e0c-9063-06da80deb775,taylor.white@newprovider.com,NP,Taylor,White,Oncology,Seeking to join as a Rheumatology specialist,https://example.com/applications/58221e1a-ea81-4796-8590-66d58fb0a77a.jpg,"[""license_4267.pdf"", ""cv_5645.pdf""]",pending_approval,LIC868113,(894) 668-4286,admin_002,Approved,,2025-08-04T19:18:37.233172,2025-08-02T04:01:37.233177
bc6d69e4-e4a2-4772-ae32-25d1d7ff3429,avery.jackson@newprovider.com,MD,Avery,Jackson,Urology,Seeking to join as a Dermatology specialist,https://example.com/applications/c9b959f4-ba8f-4652-81ac-f27d29b4940c.jpg,"[""license_4445.pdf"", ""cv_5595.pdf""]",active,LIC288705,(614) 508-6816,,Needs additional documentation,,2025-07-14T14:55:37.233202,2025-07-24T15:01:37.233206
70be610e-0d08-4524-a106-726ef6f5a0d8,casey.white@newprovider.com,Dr.,Casey,White,Geriatrics,Seeking to join as a Orthopedics specialist,https://example.com/applications/13e63358-9970-4af0-a44d-dbedb3865929.jpg,"[""license_1073.pdf"", ""cv_2362.pdf""]",inactive,LIC390741,(220) 403-5885,admin_001,Under review,,2025-06-17T12:00:37.233244,2025-07-31T12:02:37.233248
f469fda8-eee8-4ac0-9e4c-4d1fabf99d72,taylor.wilson@newprovider.com,MD,Taylor,Wilson,Pediatrics,Seeking to join as a Cardiology specialist,https://example.com/applications/81e57b78-ebf0-4091-b7d5-59f1d461ffef.jpg,"[""license_7109.pdf"", ""cv_4250.pdf""]",inactive,LIC949372,(451) 488-4117,,Needs additional documentation,e3b77957-0331-4c4c-88b9-d8726bccd46d,2025-06-04T09:59:37.233276,2025-08-15T11:18:37.233281
ea9cd5ab-a139-46b9-a14b-b5718ddaa3fe,jordan.anderson@newprovider.com,NP,Jordan,Anderson,Pulmonology,Seeking to join as a Endocrinology specialist,https://example.com/applications/2491bd5d-8e51-443f-8839-3f3957f79ae3.jpg,"[""license_9459.pdf"", ""cv_1158.pdf""]",active,LIC346140,(486) 657-7895,admin_001,Needs additional documentation,,2025-08-10T06:31:37.233306,2025-08-14T21:25:37.233312
7957978a-7392-4fc9-a8f9-7961f38eb722,casey.harris@newprovider.com,DO,Casey,Harris,Endocrinology,Seeking to join as a Geriatrics specialist,https://example.com/applications/36f5ec83-6adb-4e21-a854-3db8e853e86b.jpg,"[""license_7810.pdf"", ""cv_9756.pdf""]",suspended,LIC159172,(591) 305-8817,,Under review,,2025-03-20T19:01:37.233336,2025-07-21T14:19:37.233341
84c6e549-a601-4637-b38d-6f472a763130,riley.moore@newprovider.com,Dr.,Riley,Moore,Neurology,Seeking to join as a Oncology specialist,https://example.com/applications/55eaf95f-c2e9-42cf-b438-07044551af38.jpg,"[""license_3328.pdf"", ""cv_9771.pdf""]",active,LIC213465,(153) 587-7521,,Needs additional documentation,,2025-04-13T06:04:37.233365,2025-08-10T16:02:37.233369
8c1a56fd-d8f0-4bee-9a9a-79750d16f0d3,morgan.anderson@newprovider.com,PA,Morgan,Anderson,Oncology,Seeking to join as a Cardiology specialist,https://example.com/applications/c7897ccc-fc81-4c6d-b40e-12ab362edf61.jpg,"[""license_4547.pdf"", ""cv_5709.pdf""]",active,LIC968599,(252) 723-8886,admin_002,Needs additional documentation,ff882b40-fddc-44c6-a202-9c4a5d723876,2025-03-06T12:28:37.233401,2025-08-05T11:32:37.233406
7d1a77c7-5cd4-47a3-b602-630f4f62b912,riley.jackson@newprovider.com,PA,Riley,Jackson,General Practice,Seeking to join as a Geriatrics specialist,https://example.com/applications/a7d2a479-18e2-4a0a-bf03-207219f59a32.jpg,"[""license_6730.pdf"", ""cv_8618.pdf""]",active,LIC692678,(487) 967-3489,admin_001,Approved,,2025-04-20T08:17:37.233430,2025-07-28T06:40:37.233434
1ea6e433-6e07-40ad-a6f0-1e47a5997bc6,riley.anderson@newprovider.com,PA,Riley,Anderson,Cardiology,Seeking to join as a Radiology specialist,https://example.com/applications/848ab15d-59b0-4c14-865f-53adc42823e0.jpg,"[""license_7707.pdf"", ""cv_9008.pdf""]",inactive,LIC767968,(651) 556-2056,,Approved,,2025-05-15T22:04:37.233458,2025-07-28T08:41:37.233462
a0cd7c5f-1308-4371-955b-cc0d19985a3b,morgan.jackson@newprovider.com,DO,Morgan,Jackson,Orthopedics,Seeking to join as a Rheumatology specialist,https://example.com/applications/77cac4fc-6514-4d98-97ba-75a696253937.jpg,"[""license_2249.pdf"", ""cv_2288.pdf""]",active,LIC513697,(584) 948-6254,,Needs additional documentation,,2025-07-21T02:56:37.233497,2025-08-01T17:15:37.233502
b05ecf54-7b70-4084-b747-fc43052394e1,riley.jackson@newprovider.com,MD,Riley,Jackson,Urology,Seeking to join as a Orthopedics specialist,https://example.com/applications/b3889380-a4f1-473b-ae20-4b961f9edda8.jpg,"[""license_7393.pdf"", ""cv_4408.pdf""]",pending_approval,LIC628219,(394) 547-3093,admin_001,Approved,30bdb78d-4b17-4c65-854c-95cc13218f09,2025-03-26T10:00:37.233528,2025-07-25T13:35:37.233533
1472b2c5-1408-4f34-ad81-65ac2ea778fc,quinn.thompson@newprovider.com,MD,Quinn,Thompson,Dermatology,Seeking to join as a General Practice specialist,https://example.com/applications/6cadc3f0-be9d-4843-886c-aabdd41269e4.jpg,"[""license_3833.pdf"", ""cv_9665.pdf""]",active,LIC987631,(870) 720-2356,admin_001,Needs additional documentation,,2025-08-05T13:50:37.233559,2025-08-14T23:44:37.233563
